evaluate_id,customer_id,customer_name,hotel_id,room_id,type_room_id,evaluate_title,evaluate_content,evaluate_loaction_point,evaluate_service_point,evaluate_price_point,evaluate_sanitary_point,evaluate_convenient_point,created_at,updated_at,deleted_at
1161,274,Nguyễn Đức Hương,11,30,81,Hài lòng,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,5,3,5,3,2024-05-04 17:00:00,nan,
1162,36,Vũ Thị Trang,6,15,44,Ổn,"Bữa sáng ngon, đa dạng món ăn.",5,5,4,5,5,2024-02-03 17:00:00,nan,
1163,73,Võ Minh Trang,3,2,1,Sạch sẽ,"Wifi nhanh, ổn định.",5,4,3,4,5,2024-09-24 17:00:00,nan,
1164,86,Phạm Hải Nam,5,13,29,Tuyệt vời,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,5,3,4,5,2024-04-22 17:00:00,nan,
1165,294,Bùi Văn Trang,21,62,161,Tuyệt với,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,3,5,5,2024-09-02 17:00:00,nan,
1166,46,Võ Hải Linh,6,15,44,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",4,5,3,5,5,2024-05-01 17:00:00,nan,
1167,119,Ngô Thị Lan,10,29,79,Không tốt lắm,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,2,4,3,2024-05-03 17:00:00,nan,
1168,107,Trần Hữu Bình,17,48,125,Hoàn hảo,Giá cả hợp lý so với chất lượng.,4,4,3,4,5,2024-09-01 17:00:00,nan,
1169,106,Võ Hoàng Anh,2,6,8,Dịch vụ tốt,Giá cả hợp lý so với chất lượng.,5,5,4,5,4,2024-07-28 17:00:00,nan,
1170,333,Hoàng Hải Bình,7,19,72,Ổn,"Phòng cách âm tốt, yên tĩnh.",4,5,3,4,5,2024-08-25 17:00:00,nan,
1171,339,Phạm Minh Linh,4,9,19,Hài lòng,"Phục vụ nhanh chóng, chuyên nghiệp.",4,5,5,5,4,2024-03-15 17:00:00,nan,
1172,286,Phạm Thị Mai,7,18,73,Khá ổn,"Bữa sáng ngon, đa dạng món ăn.",5,4,3,5,4,2024-08-20 17:00:00,nan,
1173,105,Lý Thị Phong,4,9,18,Tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,5,5,4,2024-06-30 17:00:00,nan,
1174,322,Hoàng Minh Dũng,5,12,26,Rất tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,5,5,5,2024-03-30 17:00:00,nan,
1175,122,Lê Thanh Mai,2,8,13,Đáng giá tiền,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,5,5,5,5,2024-05-08 17:00:00,nan,
1176,256,Đặng Thị Hương,22,63,170,Tuyệt vời,"Wifi nhanh, ổn định.",3,2,1,2,2,2024-07-18 17:00:00,nan,
1177,129,Lý Đức Hương,7,18,73,Dịch vụ tốt,Giá hơi cao so với chất lượng.,5,5,4,5,5,2024-11-30 17:00:00,nan,
1178,393,Nguyễn Thu Linh,9,24,62,Khá ổn,"Không gian thoáng đãng, thoải mái.",4,5,3,5,4,2024-04-13 17:00:00,nan,
1179,308,Đỗ Thị Lan,6,15,45,Rất tốt,Giá hơi cao so với chất lượng.,5,5,3,5,5,2025-01-01 17:00:00,nan,
1180,330,Ngô Hải Long,10,29,79,Giá hợp lý,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,5,2,5,5,2024-11-16 17:00:00,nan,
1181,99,Vũ Thanh Phong,5,14,33,Đáng giá tiền,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,5,3,5,5,2024-07-19 17:00:00,nan,
1182,102,Đỗ Hữu Trang,22,64,171,Sẽ quay lại,"Phòng cách âm tốt, yên tĩnh.",4,2,3,4,2,2024-06-20 17:00:00,nan,
1183,255,Vũ Thị Lan,6,15,44,Xuất sắc,"Wifi nhanh, ổn định.",5,4,3,5,4,2024-08-02 17:00:00,nan,
1184,5,Dương Văn Bình,22,64,171,Giá hợp lý,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,2,1,3,2,2024-01-24 17:00:00,nan,
1185,376,Nguyễn Quốc Mai,19,54,140,Sẽ quay lại,"Nhân viên phục vụ rất tốt, nhiệt tình.",3,3,4,5,3,2024-09-27 17:00:00,nan,
1186,297,Bùi Hoàng Bình,7,19,72,Giá hợp lý,"Wifi nhanh, ổn định.",5,5,4,4,5,2024-12-14 17:00:00,nan,
1187,340,Hồ Hữu Hạnh,20,57,148,Tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,3,2,4,4,2024-11-15 17:00:00,nan,
1188,377,Hoàng Minh Nam,11,30,81,Đáng giá tiền,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,3,2,4,4,2024-03-24 17:00:00,nan,
1189,139,Trần Thị Phong,5,13,30,Dịch vụ tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,3,5,5,2024-06-21 17:00:00,nan,
1190,274,Nguyễn Đức Hương,12,33,87,Ổn,"Vị trí thuận lợi, gần biển, dễ đi lại.",3,2,3,3,2,2024-12-19 17:00:00,nan,
1191,24,Đặng Hữu Anh,9,24,62,Ổn,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,4,5,5,2024-10-13 17:00:00,nan,
1192,356,Bùi Hoàng Long,22,65,172,Tuyệt vời,"Vệ sinh sạch sẽ, khăn trải giường mới.",2,2,3,2,4,2024-08-21 17:00:00,nan,
1193,140,Lý Hữu Hùng,22,63,170,Sẽ quay lại,"Bữa sáng ngon, đa dạng món ăn.",2,4,2,4,4,2024-01-28 17:00:00,nan,
1194,134,Võ Đức Nam,22,63,170,Vị trí thuận lợi,"Phòng cách âm tốt, yên tĩnh.",2,3,1,2,2,2024-06-18 17:00:00,nan,
1195,73,Phạm Thị Hùng,2,8,13,Vị trí thuận lợi,Giá hơi cao so với chất lượng.,5,5,3,4,4,2024-07-18 17:00:00,nan,
1196,273,Phan Hải Anh,5,13,29,Sẽ quay lại,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,4,5,5,2024-11-06 17:00:00,nan,
1197,71,Phạm Đức Anh,5,12,27,Rất tốt,"Phòng cách âm tốt, yên tĩnh.",5,4,5,5,5,2024-06-02 17:00:00,nan,
1198,97,Ngô Thanh Long,22,65,172,Xuất sắc,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,3,1,2,3,2024-09-03 17:00:00,nan,
1199,306,Dương Thanh Trang,21,60,156,Xuất sắc,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,5,4,5,2024-07-05 17:00:00,nan,
1200,43,Đặng Hoàng Long,4,11,23,Tuyệt với,Giá cả hợp lý so với chất lượng.,5,5,3,5,5,2024-12-20 17:00:00,nan,
1201,357,Lê Hải Dũng,5,12,26,Hài lòng,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,5,4,2024-10-16 17:00:00,nan,
1202,263,Trần Đức Hương,16,45,117,Tuyệt với,"Wifi nhanh, ổn định.",4,5,4,4,5,2024-05-19 17:00:00,nan,
1203,52,Phạm Đức Long,3,2,42,Phòng đẹp,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,3,5,5,2024-12-29 17:00:00,nan,
1204,61,Dương Quốc Long,7,19,72,Sạch sẽ,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,4,4,5,2024-04-07 17:00:00,nan,
1205,360,Đỗ Hải Mai,3,5,39,Tuyệt với,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,5,5,5,2024-04-21 17:00:00,nan,
1206,146,Bùi Minh Hạnh,17,48,125,Phòng đẹp,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,5,4,2024-04-20 17:00:00,nan,
1207,112,Phạm Thị Nga,19,56,147,Rất tốt,Giá hơi cao so với chất lượng.,4,4,3,3,3,2024-10-17 17:00:00,nan,
1208,358,Lý Hoàng Nam,3,3,37,Tuyệt với,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,4,4,5,4,2024-04-01 17:00:00,nan,
1209,74,Nguyễn Văn Hùng,5,13,31,Xuất sắc,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,5,5,5,2024-03-29 17:00:00,nan,
1210,267,Ngô Quốc Trang,20,57,148,Tốt,"Không gian thoáng đãng, thoải mái.",4,3,2,3,5,2024-06-08 17:00:00,nan,
1211,99,Đỗ Hữu Hạnh,20,57,148,Tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,4,3,4,2024-11-06 17:00:00,nan,
1212,102,Đỗ Đức Bình,12,33,87,Tuyệt với,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",2,4,1,3,2,2024-11-05 17:00:00,nan,
1213,54,Hồ Văn Bình,10,29,79,Hài lòng,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,3,2,4,5,2024-04-17 17:00:00,nan,
1214,350,Trần Minh Hạnh,5,13,31,Hài lòng,Giá cả hợp lý so với chất lượng.,5,5,4,5,4,2024-03-22 17:00:00,nan,
1215,381,Hồ Quốc Hùng,19,56,147,Dịch vụ tốt,Giá hơi cao so với chất lượng.,5,5,3,5,3,2024-12-18 17:00:00,nan,
1216,59,Ngô Minh Anh,2,7,9,Tuyệt vời,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,5,2024-09-28 17:00:00,nan,
1217,360,Đỗ Hải Mai,22,63,170,Dịch vụ tốt,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",3,2,3,4,3,2024-03-19 17:00:00,nan,
1218,339,Phạm Minh Linh,22,63,170,Dịch vụ tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",3,3,1,4,2,2024-02-21 17:00:00,nan,
1219,350,Trần Minh Hạnh,7,18,72,Tốt,"Không gian thoáng đãng, thoải mái.",4,5,5,5,5,2024-12-09 17:00:00,nan,
1220,333,Hoàng Hải Bình,17,48,125,Ổn,Giá cả hợp lý so với chất lượng.,5,4,3,5,4,2024-05-12 17:00:00,nan,
1221,397,Hoàng Văn Hùng,10,29,79,Sạch sẽ,"Wifi nhanh, ổn định.",3,4,2,3,3,2024-11-14 17:00:00,nan,
1222,119,Nguyễn Quốc Phong,2,6,7,Sẽ quay lại,Giá cả hợp lý so với chất lượng.,4,5,3,5,5,2024-10-06 17:00:00,nan,
1223,380,Bùi Hoàng Hương,21,60,156,Không tốt lắm,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,4,3,5,5,2024-08-04 17:00:00,nan,
1224,143,Trần Minh Trang,4,9,19,Vị trí thuận lợi,"Phục vụ nhanh chóng, chuyên nghiệp.",5,4,4,4,5,2024-01-25 17:00:00,nan,
1225,119,Phan Thị Bình,3,5,39,Hài lòng,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,4,5,5,2024-01-17 17:00:00,nan,
1226,147,Lê Thanh Anh,6,15,44,Sẽ quay lại,Giá cả hợp lý so với chất lượng.,5,5,5,5,5,2024-06-26 17:00:00,nan,
1229,96,Phan Hải Cường,21,60,156,Giá hợp lý,"Wifi nhanh, ổn định.",5,4,5,5,5,2024-11-06 17:00:00,nan,
1230,266,Đặng Hải Bình,7,18,73,Xuất sắc,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,4,5,4,2024-08-14 17:00:00,nan,
1231,145,Đỗ Thu Long,5,13,29,Rất tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,4,4,5,2024-02-10 17:00:00,nan,
1232,295,Phan Minh Dũng,10,29,79,Tuyệt vời,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",3,5,4,5,3,2024-08-29 17:00:00,nan,
1233,354,Bùi Thu Phong,22,65,172,Vị trí thuận lợi,"Không gian thoáng đãng, thoải mái.",2,3,1,3,4,2024-01-26 17:00:00,nan,
1234,285,Phạm Thu Mai,22,64,171,Sẽ quay lại,"Phòng cách âm tốt, yên tĩnh.",2,3,2,4,2,2024-04-25 17:00:00,nan,
1235,9,Đỗ Đức Anh,3,2,42,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",5,5,3,4,4,2024-09-08 17:00:00,nan,
1236,293,Trần Đức Linh,22,65,172,Hài lòng,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,3,2,2,4,2024-04-29 17:00:00,nan,
1237,366,Hoàng Đức Lan,22,65,172,Vị trí thuận lợi,"Vị trí thuận lợi, gần biển, dễ đi lại.",2,3,1,2,3,2024-08-13 17:00:00,nan,
1238,32,Phan Văn Trang,2,8,15,Rất tốt,"Bữa sáng ngon, đa dạng món ăn.",4,4,4,5,5,2024-09-09 17:00:00,nan,
1239,13,Hoàng Văn Linh,7,18,73,Xuất sắc,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,3,5,4,2024-08-25 17:00:00,nan,
1240,328,Lý Thị Phong,11,30,81,Sẽ quay lại,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,2,5,4,2024-10-27 17:00:00,nan,
1241,360,Đỗ Hải Mai,22,65,172,Đáng giá tiền,"Bữa sáng ngon, đa dạng món ăn.",4,2,2,2,3,2024-09-28 17:00:00,nan,
1242,56,Lý Thanh Hùng,16,45,117,Dịch vụ tốt,"Phòng cách âm tốt, yên tĩnh.",5,5,5,5,5,2024-09-05 17:00:00,nan,
1243,257,Lý Thanh Trang,12,33,87,Tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",2,3,3,4,3,2024-04-20 17:00:00,nan,
1244,16,Lý Thị Long,10,29,79,Xuất sắc,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,3,3,4,5,2024-07-10 17:00:00,nan,
1245,349,Đỗ Quốc Linh,3,3,37,Giá hợp lý,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,3,5,4,2024-12-22 17:00:00,nan,
1246,335,Hồ Đức Bình,18,51,132,Hoàn hảo,"Bữa sáng ngon, đa dạng món ăn.",4,3,4,4,3,2024-01-24 17:00:00,nan,
1247,265,Hoàng Hoàng Linh,5,12,26,Đáng giá tiền,"Bữa sáng ngon, đa dạng món ăn.",5,5,5,4,5,2024-04-25 17:00:00,nan,
1248,334,Lý Thu Bình,19,54,140,Ổn,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",3,4,4,3,4,2024-11-20 17:00:00,nan,
1249,265,Hoàng Hoàng Linh,21,62,161,Ổn,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,4,5,4,2024-07-31 17:00:00,nan,
1250,317,Phạm Minh Anh,18,51,132,Sẽ quay lại,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,3,2024-03-18 17:00:00,nan,
1251,66,Ngô Hải Dũng,5,12,27,Hoàn hảo,"Phòng cách âm tốt, yên tĩnh.",5,5,3,5,5,2024-04-01 17:00:00,nan,
1252,328,Lý Thị Phong,12,33,87,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",4,2,2,3,4,2024-11-12 17:00:00,nan,
1253,10,Phan Hải Mai,4,10,20,Đáng giá tiền,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,4,4,5,4,2024-04-16 17:00:00,nan,
1254,258,Ngô Minh Bình,3,2,1,Tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,3,5,5,2024-08-28 17:00:00,nan,
1255,256,Đặng Thị Hương,2,8,15,Vị trí thuận lợi,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,3,5,5,2024-08-22 17:00:00,nan,
1256,278,Võ Thu Mai,22,63,170,Đáng giá tiền,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,2,3,4,2,2024-04-30 17:00:00,nan,
1257,389,Đỗ Thu Mai,9,24,62,Tuyệt với,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,5,2024-02-09 17:00:00,nan,
1258,148,Bùi Đức Nga,5,13,29,Tuyệt vời,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,5,5,5,2024-06-21 17:00:00,nan,
1259,367,Lê Minh Anh,5,12,26,Tuyệt với,Giá hơi cao so với chất lượng.,5,4,4,4,4,2024-11-10 17:00:00,nan,
1260,315,Lê Hoàng Hùng,7,19,72,Đáng giá tiền,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,4,5,5,2024-09-23 17:00:00,nan,
1261,272,Lê Thanh Phong,2,7,9,Vị trí thuận lợi,"Không gian thoáng đãng, thoải mái.",4,4,4,4,4,2024-07-30 17:00:00,nan,
1262,395,Võ Đức Mai,9,24,62,Đáng giá tiền,"Phòng cách âm tốt, yên tĩnh.",5,4,5,5,5,2024-05-03 17:00:00,nan,
1263,96,Dương Thanh Dũng,2,6,16,Thất vọng,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,4,4,5,2024-05-04 17:00:00,nan,
1264,288,Phạm Quốc Hương,22,63,170,Tuyệt với,"Vệ sinh sạch sẽ, khăn trải giường mới.",2,3,1,3,3,2024-03-25 17:00:00,nan,
1265,74,Đặng Minh Nga,17,48,125,Không tốt lắm,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,5,5,5,2024-08-18 17:00:00,nan,
1266,32,Trần Văn Bình,5,13,31,Vị trí thuận lợi,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,4,4,5,2024-11-30 17:00:00,nan,
1267,328,Lý Thị Phong,19,56,147,Phòng đẹp,"Wifi nhanh, ổn định.",4,3,3,4,3,2024-11-24 17:00:00,nan,
1268,357,Lê Hải Dũng,7,19,72,Sạch sẽ,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,4,5,5,5,2025-01-01 17:00:00,nan,
1269,98,Phan Thanh Hương,21,62,161,Sạch sẽ,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,4,5,4,2024-05-19 17:00:00,nan,
1270,52,Hoàng Hoàng Hạnh,21,62,161,Sạch sẽ,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,3,5,5,2024-02-29 17:00:00,nan,
1271,78,Hồ Hữu Linh,4,11,24,Không tốt lắm,Giá hơi cao so với chất lượng.,5,4,5,5,5,2024-10-22 17:00:00,nan,
1272,64,Lê Thanh Cường,15,42,109,Tuyệt với,Giá cả hợp lý so với chất lượng.,5,5,3,4,5,2024-10-26 17:00:00,nan,
1273,348,Ngô Hữu Hùng,5,14,32,Dịch vụ tốt,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,5,5,5,2024-09-30 17:00:00,nan,
1274,354,Bùi Thu Phong,2,7,9,Sạch sẽ,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,5,5,5,5,2024-11-13 17:00:00,nan,
1275,5,Lê Hữu Trang,10,29,79,Thất vọng,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,2,5,5,2024-07-24 17:00:00,nan,
1276,383,Nguyễn Thị Dũng,15,42,109,Tuyệt vời,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,3,4,5,2024-08-01 17:00:00,nan,
1277,112,Phạm Đức Lan,17,48,125,Xuất sắc,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,5,4,5,2024-10-10 17:00:00,nan,
1278,308,Đỗ Thị Lan,9,24,62,Tốt,"Phòng cách âm tốt, yên tĩnh.",4,5,3,5,5,2024-03-14 17:00:00,nan,
1279,112,Hoàng Thị Phong,12,33,87,Vị trí thuận lợi,"Phòng cách âm tốt, yên tĩnh.",4,3,1,4,4,2024-11-02 17:00:00,nan,
1280,304,Phan Hữu Long,6,15,45,Thất vọng,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,5,4,4,5,2024-06-03 17:00:00,nan,
1281,337,Dương Hoàng Linh,4,10,22,Giá hợp lý,"Wifi nhanh, ổn định.",5,5,4,5,5,2024-10-23 17:00:00,nan,
1282,300,Nguyễn Thu Hùng,18,51,132,Vị trí thuận lợi,"Vị trí thuận lợi, gần biển, dễ đi lại.",3,3,2,3,4,2024-07-22 17:00:00,nan,
1283,254,Phan Minh Cường,3,5,3,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",4,4,5,5,5,2024-05-16 17:00:00,nan,
1284,68,Đặng Văn Long,15,42,109,Rất tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,4,5,5,2024-06-20 17:00:00,nan,
1285,18,Nguyễn Hoàng Mai,20,57,148,Dịch vụ tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",3,3,3,4,4,2024-02-19 17:00:00,nan,
1286,301,Lý Thị Nam,16,45,117,Sạch sẽ,Giá hơi cao so với chất lượng.,4,5,5,5,5,2024-11-17 17:00:00,nan,
1287,257,Lý Thanh Trang,7,18,72,Sẽ quay lại,Giá hơi cao so với chất lượng.,5,5,3,5,5,2024-05-05 17:00:00,nan,
1288,73,Võ Thị Phong,5,12,26,Tuyệt với,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",4,4,3,5,4,2024-12-09 17:00:00,nan,
1289,33,Lý Đức Hạnh,21,60,156,Sạch sẽ,"Wifi nhanh, ổn định.",4,4,3,5,5,2024-10-30 17:00:00,nan,
1290,77,Phạm Minh Linh,4,10,22,Khá ổn,"Phòng cách âm tốt, yên tĩnh.",5,5,4,5,5,2024-10-18 17:00:00,nan,
1291,268,Đặng Minh Nga,10,29,79,Hoàn hảo,Giá cả hợp lý so với chất lượng.,5,3,4,3,5,2024-06-08 17:00:00,nan,
1292,357,Lê Hải Dũng,16,45,117,Tốt,Giá hơi cao so với chất lượng.,5,5,4,4,4,2024-05-24 17:00:00,nan,
1293,126,Lê Quốc Dũng,10,27,75,Khá ổn,"Wifi nhanh, ổn định.",5,4,3,3,3,2024-05-05 17:00:00,nan,
1294,87,Phạm Đức Bình,7,18,72,Sạch sẽ,Giá hơi cao so với chất lượng.,5,5,5,5,4,2024-12-13 17:00:00,nan,
1295,301,Lý Thị Nam,19,56,147,Hoàn hảo,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,4,3,3,5,2024-03-20 17:00:00,nan,
1296,297,Bùi Hoàng Bình,20,57,148,Thất vọng,"Bữa sáng ngon, đa dạng món ăn.",5,4,3,3,4,2024-08-25 17:00:00,nan,
1297,294,Bùi Văn Trang,2,7,11,Khá ổn,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,3,4,4,2024-01-13 17:00:00,nan,
1298,107,Võ Quốc Hương,19,54,140,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",5,5,3,3,4,2024-05-08 17:00:00,nan,
1299,87,Võ Quốc Lan,2,6,7,Phòng đẹp,Giá hơi cao so với chất lượng.,5,4,5,5,4,2024-02-03 17:00:00,nan,
1300,324,Hoàng Thu Long,21,60,156,Rất tốt,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,4,4,4,2024-07-14 17:00:00,nan,
1301,128,Bùi Minh Phong,10,27,75,Sạch sẽ,"Đồ ăn ngon, view đẹp, sẽ quay lại.",3,3,3,3,3,2024-05-23 17:00:00,nan,
1302,44,Vũ Hải Anh,10,27,75,Dịch vụ tốt,"Wifi nhanh, ổn định.",4,4,4,3,4,2024-06-10 17:00:00,nan,
1303,149,Trần Thị Phong,10,29,79,Tuyệt vời,"Không gian thoáng đãng, thoải mái.",3,5,4,3,3,2024-03-27 17:00:00,nan,
1304,101,Lê Thị Mai,7,19,72,Rất tốt,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,3,5,5,2024-05-22 17:00:00,nan,
1305,270,Lê Hải Anh,9,24,62,Đáng giá tiền,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,4,5,5,2024-01-20 17:00:00,nan,
1306,65,Phan Thị Anh,22,65,172,Đáng giá tiền,"Phòng cách âm tốt, yên tĩnh.",3,4,2,3,2,2024-09-07 17:00:00,nan,
1307,125,Hồ Thanh Phong,21,62,161,Giá hợp lý,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,3,4,5,2024-04-21 17:00:00,nan,
1308,256,Đặng Thị Hương,3,2,42,Sạch sẽ,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,3,5,5,2024-07-23 17:00:00,nan,
1309,82,Trần Hải Long,5,12,26,Tuyệt vời,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,5,5,5,2024-04-01 17:00:00,nan,
1310,350,Trần Minh Hạnh,4,11,23,Sẽ quay lại,"Phục vụ nhanh chóng, chuyên nghiệp.",4,5,4,4,5,2024-10-20 17:00:00,nan,
1311,315,Lê Hoàng Hùng,2,7,11,Rất tốt,Giá hơi cao so với chất lượng.,5,5,4,4,5,2024-03-17 17:00:00,nan,
1312,111,Trần Quốc Phong,4,9,17,Ổn,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,3,4,4,2024-06-14 17:00:00,nan,
1313,57,Phan Hữu Cường,20,57,148,Giá hợp lý,Giá cả hợp lý so với chất lượng.,5,5,2,3,5,2024-08-02 17:00:00,nan,
1314,130,Bùi Hữu Hạnh,5,14,33,Hài lòng,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,3,5,4,2024-01-04 17:00:00,nan,
1315,146,Phạm Minh Hạnh,7,19,72,Tuyệt với,Giá cả hợp lý so với chất lượng.,4,4,3,5,5,2024-09-29 17:00:00,nan,
1316,309,Lý Đức Hạnh,2,6,16,Đáng giá tiền,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",4,5,5,5,5,2024-05-08 17:00:00,nan,
1317,305,Đặng Văn Bình,6,15,45,Đáng giá tiền,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,3,5,5,2024-03-07 17:00:00,nan,
1318,267,Ngô Quốc Trang,19,54,140,Tốt,"Không gian thoáng đãng, thoải mái.",5,5,4,3,3,2024-01-16 17:00:00,nan,
1319,327,Phạm Quốc Mai,22,65,172,Xuất sắc,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,4,2,3,3,2024-11-24 17:00:00,nan,
1320,302,Phạm Thanh Dũng,7,19,72,Vị trí thuận lợi,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,3,5,4,2024-01-25 17:00:00,nan,
1321,302,Phạm Thanh Dũng,5,13,31,Tuyệt với,"Bữa sáng ngon, đa dạng món ăn.",4,5,5,4,4,2024-01-10 17:00:00,nan,
1322,149,Phạm Hữu Hạnh,5,14,33,Đáng giá tiền,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,4,4,5,5,2024-10-01 17:00:00,nan,
1323,336,Vũ Văn Dũng,4,10,22,Sạch sẽ,"Phục vụ nhanh chóng, chuyên nghiệp.",4,5,5,5,5,2024-04-24 17:00:00,nan,
1324,26,Đặng Thanh Trang,9,24,62,Xuất sắc,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,4,5,5,2024-01-31 17:00:00,nan,
1325,254,Phan Minh Cường,22,65,172,Giá hợp lý,"Vệ sinh sạch sẽ, khăn trải giường mới.",3,4,1,3,2,2024-09-28 17:00:00,nan,
1326,14,Lê Đức Hùng,22,64,171,Giá hợp lý,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,4,2,4,2,2024-11-23 17:00:00,nan,
1327,148,Bùi Thanh Nga,2,7,11,Dịch vụ tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,5,5,5,2024-03-18 17:00:00,nan,
1328,113,Lý Thị Hùng,2,8,15,Rất tốt,"Wifi nhanh, ổn định.",5,5,5,5,5,2024-12-16 17:00:00,nan,
